"";"P5824";"P5826";"P5828";"P5830";"P5832"
"GO:0005758";0,0362061618575112;0,00649722489329972;0,147669494859241;0,0166957199565526;0,00267011133159715
"GO:0000794";0,066039770491112;0,0254605678970107;0,147109264491743;0,178096406375606;0,0148855622260769
"GO:0016939";1;1;1;1;1
"GO:0005876";0,315737596645592;0,158421090943948;0,197907617238455;0,064297086376479;0,32959286607211
"GO:0043679";1;1;1;1;1
"GO:0043196";1;1;1;1;1
"GO:0016589";0,0207545815688569;0,0299558926627494;0,158376967577826;0,177179158832846;0,219773943227638
"GO:0030017";0,212934043001587;0,0188908262464437;1;0,510978444830528;0,223412993698857
"GO:0030016";0,532676310479295;1;1;1;1
"GO:0005932";1;0,744714790262355;1;0,833015581311208;0,897482262574752
"GO:0035085";1;0,928710613139792;1;0,827484430500476;1
"GO:0032039";1;1;1;1;1
"GO:0005912";1;0,780246997186518;0,218786936628659;0,635131821748107;0,722803380802849
"GO:0043296";0,244356373235934;1;0,182222745780616;1;1
"GO:0005776";1;1;1;1;1
"GO:0032839";0,0781996922009213;0,109205258111263;0,291707371055549;0,0545006478212059;0,0826951624271499
"GO:0032590";1;1;1;1;1
"GO:0044297";0,0801522642240978;0,124807411683909;0,0362508122847249;0,570656081261841;0,00348966440224112
"GO:0001917";0,601871432654266;1;0,483787397794578;1;0,613928280922572
"GO:0032433";1;1;1;1;1
"GO:0032426";1;1;1;1;1
"GO:0016459";0,373409570518015;0,0702483619663601;0,239839426577367;0,0875624528519509;0,00997443878783365
"GO:0042995";0,0107902743435781;0,00730093696713404;0,154412324979463;0,0181613299923891;0,00301877599644853
"GO:0001891";0,015837878667097;0,0265036204058697;0,0582021836774133;0,00910215484262888;0,108177890665693
"GO:0045120";0,329877740656113;0,0792323899136204;0,0309994872788172;0,277516432375511;0,338774931535722
"GO:0035098";0,0561265479227542;0,0792323899136204;0,249788840713621;0,0387519730626448;0,0594511439313107
"GO:0046581";0,0367763168166408;0,0524903703320925;0,0200236635684788;0,0251516775154784;0,281731713910725
"GO:0005685";1;0,0206164602899966;0,133837110795832;5,04890896881773e-06;0,186821343165385
"GO:0022627";3,49097360063625e-26;1,75710669770083e-39;2,19839801365056e-44;4,39745422382264e-32;2,70370525540963e-37
"GO:0005604";0,729448001712749;0,604691616128163;0,845981299227112;0,61981498853327;0,745845151152697
"GO:0001533";1;1;1;1;1
"GO:0019897";0,532676310479295;1;0,42084444576035;1;0,544397341114873
"GO:0008021";0,916681560595352;1;1;1;0,92331620809643
"GO:0005581";0,898163533335169;1;1;1;1
"GO:0005777";0,139104206811534;0,224621739568803;0,42580424839446;0,0796942740735798;0,151119600350058
"GO:0005778";0,000976244120885652;0,0441683018563248;0,324223575351286;0,0412539018830061;0,00581342871626448
"GO:0043190";1;1;1;1;1
"GO:0008305";1;0,0048544974660626;0,0294114229852968;0,00661294147769072;0,00241087498450201
"GO:0012505";0,816062815948642;0,891805673187415;0,652467688713213;0,717076068467676;0,830000519182617
"GO:0009898";0,763547224077123;1;1;1;0,7746625398383
"GO:0031012";0,494643715111666;0,601445932896868;0,334657637695124;0,744964305768766;0,511958236212321
"GO:0005881";0,0213909910661671;0,129961655397607;0,028212580066146;0,0412539018830061;0,0831889664502236
"GO:0036064";1;1;1;1;1
"GO:0035253";1;1;1;0,323005613219727;0,391292985878327
"GO:0030008";1;1;1;1;1
"GO:0080008";1;1;1;1;1
"GO:0034098";1;1;1;1;1
"GO:0009346";1;0,0930667520337761;0,0558484651989243;0,0629316705643901;0,0793869990879822
"GO:0031966";0,312632798632736;0,69570959283709;1;0,803469224348839;0,873863760067487
"GO:0030867";0,244356373235934;1;1;1;1
"GO:0000922";0,2409597314508;0,381497887128651;0,698221489207107;0,288686809224224;0,453328960295207
"GO:0045121";0,0187069492410414;0,00442597557486343;0,00206614281337419;0,00488570991677879;0,00107461917546967
"GO:0033553";1;1;1;1;1
"GO:0005677";0,244356373235934;0,289613246565046;0,182222745780616;1;1
"GO:0042734";1;0,908933606643888;1;1;0,868524350271942
"GO:0005721";1;0,323487943169753;1;0,0251516775154784;1
"GO:0030122";1;1;1;1;1
"GO:0043204";0,806502858714067;0,588226196182498;0,692493168443397;0,736522176127275;0,816829235764275
"GO:0000159";0,128451111443293;0,0380013951160909;1;0,0133549518573593;0,00329486533160034
"GO:0001939";1;1;1;1;1
"GO:0000793";0,115268588667051;0,00049000507768881;0,0659291059379534;0,0111109447123239;0,0209369268942666
"GO:0016363";0,00213448872421289;0,000234164611380281;0,000794138806902376;0,000455129377326831;0,000196098699717854
"GO:0016235";0,212934043001587;0,282524607943147;0,127646580560695;0,155217509410239;0,0575448728202817
"GO:0016342";1;1;1;1;1
"GO:0033268";1;0,141577326736419;1;1;1
"GO:0043220";1;0,415733267415334;0,271048836044669;1;0,365576500590729
"GO:0043219";1;1;1;1;1
"GO:0005923";0,910559810849025;0,530353461425252;0,548303223544119;0,630993704997694;0,589088617837055
"GO:0030658";0,227551150161632;0,300458834509406;0,137301111032873;0,526632545890145;0,23857083723299
"GO:0070776";1;1;1;1;1
"GO:0000777";0,49206586882363;0,62530766478158;0,854610287798874;0,166438919143984;0,5137777119227
"GO:0005869";1;1;1;1;1
"GO:0035267";0,00783659425026378;0,0133626161779915;0,271048836044669;0,00443142389999798;0,00856470718678955
"GO:0005657";0,381450664179376;1;1;1;0,391292985878327
"GO:0010494";0,00578439555336334;7,07294586641465e-06;0,000167281645398473;3,54597479150654e-05;1,85536266837606e-05
"GO:0000151";1;0,883677307920097;0,71794137737405;1;0,263385602745667
"GO:0005750";9,36503405861243e-08;0,000307852453452284;0,00113820273890196;0,0251516775154784;0,00318396131130428
"GO:0005884";0,271688546631424;0,0332452825906879;0,526470476623886;0,00123926604587325;0,086392374541863
"GO:0031234";1;1;1;1;1
"GO:0005689";2,68499588280764e-05;9,2786565502078e-12;9,86196730469782e-09;1,36479844384986e-09;6,95377904673884e-10
"GO:0045323";1;1;1;1;1
"GO:0008076";1;1;1;1;1
"GO:0005771";0,155754682175627;0,585023652261444;0,403946398277324;1;0,525142230286875
"GO:0097208";0,0207545815688569;0,254044200599247;0,158376967577826;1;0,219773943227638
"GO:0032420";1;1;1;0,510978444830528;1
"GO:0005747";9,22052717068045e-06;0,0212629048370067;0,733727702712794;0,181544977240282;0,851113196837715
"GO:0005833";0,381450664179376;0,0171944139062461;0,00410856979387766;0,323005613219727;0,0110796337781426
"GO:0005741";0,094237321262824;0,0465500345594799;0,000113269888377887;0,210489302233826;0,0476675865929766
"GO:0005790";1;1;1;1;1
"GO:0005665";0,451472727481793;1;1;1;1
"GO:0015935";0,181369417065609;0,0206164602899966;0,133837110795832;0,149992339279699;0,186821343165385
"GO:0008180";1;1;1;1;1
"GO:0016580";0,0561265479227542;0,0792323899136204;0,249788840713621;0,0387519730626448;0,338774931535722
"GO:0016581";0,000136672074032996;0,00349842486405103;0,000508433018770429;0,000802653944700862;0,0172599842569262
"GO:0016605";0,96268597434845;0,755934474267294;0,411329897391768;0,489921508792839;0,650960240828631
"GO:0031262";1;1;1;1;1
"GO:0000785";0,620980141291917;0,245372185474257;0,189446978179103;0,0889580550171138;0,0197569880054379
"GO:0036038";1;1;1;1;1
"GO:0015030";0,455827138858132;1,03918988384516e-05;1,11832607410844e-05;0,00771378619211355;0,000141196198770164
"GO:0005642";0,0015371485729598;0,00227003553099092;0,0558484651989243;0,00102095711880746;0,00163940110940227
"GO:0000124";1;1;1;1;1
"GO:0005643";0,000674431169016807;1,84149188333165e-05;0,168176486666116;0,0752522744802116;0,000158296912742827
"GO:0002080";0,381450664179376;0,443599450079341;0,291707371055549;0,323005613219727;0,391292985878327
"GO:0005720";0,115268588667051;0,158438234452257;0,350241701754908;0,385933517348993;0,0209369268942666
"GO:0000801";1;1;1;1;1
"GO:0014704";0,344780354734722;0,182190545868231;0,589923106689522;0,260930976048204;0,129188094992085
"GO:0032587";0,0858348511481601;0,156995356345069;0,510029663475917;0,0121131084863772;0,0952782385947753
"GO:0031256";1;0,177480211479197;1;0,12190867211268;1
"GO:0031258";0,128451111443293;0,000684893955431602;0,368659541912571;0,0133549518573593;0,135398349618258
"GO:0035861";1;0,386472981051252;1;0,277516432375511;0,338774931535722
"GO:0030870";1;1;1;1;1
"GO:0030665";1;1;1;1;1
"GO:0031462";1;1;1;1;1
"GO:0031464";1;0,323487943169753;1;1;1
"GO:0019005";1;0,719363458139356;1;0,570656081261841;0,659027172157132
"GO:0031466";1;1;1;1;0,219773943227638
"GO:0031465";1;0,177480211479197;1;1;1
"GO:0031463";1;1;1;1;1
"GO:0030891";1;0,177480211479197;1;0,12190867211268;1
"GO:0032588";0,00252239246752;0,000383324496338629;0,000378958926524479;0,0181613299923891;1,82014481028435e-05
"GO:0005834";0,0112219180803427;0,0835403484049816;0,0758854357804324;0,308696360979908;0,00257675007120016
"GO:0031224";1;0,216696149276497;1;0,149992339279699;0,186821343165385
"GO:0005814";1;1;1;0,8713435567371;0,926432447919864
"GO:0005827";1;1;1;1;1
"GO:0008043";0,0015371485729598;1;1;1;1
"GO:0070761";1;0,0299558926627494;0,0111378268858639;0,177179158832846;0,0220583428541274
"GO:0031428";0,147936184073066;5,13274774041428e-06;6,37148714318847e-07;0,00586845992322691;2,67507753749666e-06
"GO:0031514";0,753874985494221;1;1;1;1
"GO:0032444";1;1;1;1;1
"GO:0005782";4,96785374149689e-05;0,232155944162131;0,260980791274474;0,100341626711029;0,0518339059478257
"GO:0016591";1;1;1;1;1
"GO:0016461";0,244356373235934;0,289613246565046;1;0,203497728608073;0,251392759191412
"GO:0031941";0,155754682175627;0,210808906152223;1;0,111560603173763;0,163920831160888
"GO:0005744";0,302502621382778;0,0654001130278689;0,0252671461943114;0,253639986444225;0,0488450029942838
"GO:0042719";1;1;1;1;1
"GO:0070938";1;0,0930667520337761;1;1;1
