"";"1";"2";"3";"4";"5";"6";"7";"8"
"GO:0043204";0,497328220319804;0,588226196182498;1;0,614300915730465;0,431555357274417;1;0,0970232055916112;1
"GO:0000159";0,00597569914041026;0,0380013951160909;1;1;1;1;1;1
"GO:0001939";0,615713721135668;1;0,118873489583513;1;1;1;1;1
"GO:0000793";0,00412364107519277;0,00049000507768881;0,0225246041483029;0,045292807989334;0,017383462905884;0,0832161837252521;0,33522791700281;0,00980508925855149
"GO:0016363";0,000195938761842671;0,000234164611380281;0,156618876343445;0,0498471678457093;2,95738623287421e-06;0,0901305304806636;3,52674874859347e-06;0,00190469528573622
"GO:0016235";0,0309176085579043;0,282524607943147;0,0461287340370779;0,0897940798055049;0,0359274376410018;1;0,116861325868885;0,200525849098454
"GO:0016342";0,0219616206778568;1;1;1;1;0,034148991603574;1;0,0591884554634537
"GO:0033268";0,203641227014184;0,141577326736419;0,198686222669606;1;1;1;1;1
"GO:0043220";0,118310900906698;0,415733267415334;0,159723964016675;1;1;0,061721363385674;1;0,105839507704238
"GO:0043219";0,380060635360767;1;1;1;1;1;1;1
"GO:0005923";0,0588554331892054;0,530353461425252;0,211612204453665;0,202226522436324;0,75180606258304;1;0,936405522086832;0,642803906869228
"GO:0030658";0,749328639545485;0,300458834509406;1;1;1;1;1;0,208622089820423
"GO:0070776";0,56690562240703;1;1;1;1;1;1;1
"GO:0000777";0,128533004377119;0,62530766478158;1;0,789413879170782;0,602931910826209;1;0,0338957006562014;1
"GO:0005869";0,0517597080997849;1;1;1;1;1;1;1
"GO:0035267";0,00464943353389682;0,0133626161779915;0,159723964016675;0,225401390680392;0,00943871666245509;1;0,00270245030462952;1
"GO:0005657";0,0378548842821231;1;1;0,243184957054126;0,152278528692074;1;0,278645295630543;1
"GO:0010494";1,28066534541507e-06;7,07294586641465e-06;0,0801052244783028;5,25551609233753e-05;2,78451808510543e-06;0,159561700905827;1,62374737343091e-10;0,00338661686751551
"GO:0000151";0,745808233177843;0,883677307920097;1;0,640299695536124;1;1;0,698378533422242;1
"GO:0005750";0,225248931306564;0,000307852453452284;1;0,0134230131158735;0,000134470477051707;1;7,16912548891055e-07;0,00273932567877708
"GO:0005884";0,00149987774509496;0,0332452825906879;0,337334535134738;2,20260877962196e-05;0,000402870437472989;0,139842051691632;0,0316380289624352;0,0282229957392691
"GO:0031234";0,0350881780857285;1;1;1;1;0,0937797853932518;1;1
